Customer_ID|Name|Email|Phone|Address|City_ID|Age|Gender|Income|Customer_Segment
10046|Angela Anderson|Jenna24@gmail.com|7473225695|001 Brown Way|37802|20|Male|High|Premium
10083|Steven Smith|Christopher17@gmail.com|9280474500|0966 Marshall Burg|19950|20|Male|Medium|New
10316|Amanda Powell|Donald48@gmail.com|8489923848|43755 Kelsey Square Suite 241|88301|55|Male|High|Premium
10382|Jill Lane|Joanna76@gmail.com|8160344776|55702 Anderson Junction|63567|48||Medium|Regular
10384|Melanie Bailey|Christopher81@gmail.com|9720897973|6369 Mary Land|55508|69|Male|High|Premium
10509|Mr. Joseph Morris DVM|Tristan58@gmail.com|1513981765|42798 Kathleen Gardens Apt. 505|93974|46|Male|Low|New
10567|Billy Wilson|Leslie100@gmail.com|1107991996|346 James Ramp|75593|19|Female|High|New
10782|Brian Brown|Renee82@gmail.com|6646127551|8063 Rodriguez Mews Apt. 299|77244|46|Male|Medium|Premium
11038|Jasmine Campbell|Vincent69@gmail.com|2134942260|457 Rebecca Valley|52659|69|Male|Low|New
11119|David Rose|Tanya57@gmail.com|8452394510|243 Reyes Pike|85396|59|Female|Medium|New
11128|Barbara Sheppard|Robin38@gmail.com|4904866929|306 Rogers Ferry|15439|39|Female|Low|Regular
11237|Zachary Blanchard|Nathan49@gmail.com|7278510468|072 Jessica Burgs|62986|20|Female|Medium|New
11244|Kylie Henderson|Catherine56@gmail.com|1729842887|0139 Cortez Spring|95325|20|Male|Medium|Regular
11262|John Scott|Grace11@gmail.com|4537679748|74472 Schneider Hills|21665|56|Female|High|Regular
11308|Ian Potter|Ronald63@gmail.com|2860666264|25233 Susan Valley|21801|22|Male|Medium|Regular
11327|Todd Stafford|Dennis24@gmail.com|2472032838|751 Audrey Garden Suite 374|25842|65|Male|Medium|Regular
11364|Nicole Rose|Stephanie24@gmail.com|7889322869|134 Alice Estate|56807|37|Male|Low|Premium
11403|Sarah Scott|Adam84@gmail.com|2220235171|2626 Sullivan Square|94417|33|Female|Medium|Premium
11469|Andrew Rogers|Tammy58@gmail.com|9201900658|314 Nicole Bridge|30882|46|Male|High|Premium
11561|Vincent Moon|Madison66@gmail.com|3026353221|33644 Clements Points|91336|26|Male|High|Regular
11565|Aaron Dennis|Tammy9@gmail.com|1304809088|72178 Craig Spurs Apt. 459|67689|34|Male|Medium|Premium
11600|Scott King|Charles18@gmail.com|4017621493|966 Chen Mission|19641|20|Male|Medium|Premium
11682|Mike Haynes|Jennifer26@gmail.com|2723529715|0085 Ryan Island|67759|34|Male|Low|Premium
11701|Jennifer Stokes|Michelle3@gmail.com|2818223474|9608 Caleb Meadow Apt. 037|54966|46|Male|Medium|New
11705|Lauren Hoffman|Matthew94@gmail.com|2808714895|7112 Thomas Parks|61536|34|Female|High|New
11857|Ronald Greene|Melissa82@gmail.com|5541362164|84930 Rhodes Key Apt. 613|62986|23|Female|Medium|New
11858|Curtis Richardson|Jessica29@gmail.com|4985237700|917 Amber Square|88268|47|Male|Medium|Premium
11907|Anthony Hall|Kayla10@gmail.com|3224794243|879 Catherine Locks Suite 072|61536|34|Male|High|Regular
12012|Mrs. Megan Dawson|Brent91@gmail.com|1587871433|4560 Michelle Squares|29437|22|Female|Low|Regular
12136|Taylor Richardson|Erika35@gmail.com|9736489910|830 Lori Lakes Suite 401|2696|23|Male|High|Regular
12238|Justin Lee|Seth43@gmail.com|9556106711|05390 Mendoza Underpass Apt. 518|77244|46|Female|Low|Premium
12401|Kyle Bennett|Caitlin67@gmail.com|3996866905|34580 Mcdonald Crossroad Apt. 428|88498|19|Male|Medium|Regular
12699|Kendra Perez|John3@gmail.com|7581341876|4805 Beth Glens|88268|40|Male|High|New
12734|Brenda Brown|Tiffany74@gmail.com|4604873384|622 Tyrone Mountains Apt. 011|68768|26|Male|Low|Regular
12817|Robert Shaw|Maria35@gmail.com|5028900795|91991 Michael Lodge|70792|18|Female|Low|New
12840|Scott Bowen|William99@gmail.com|3442038244|2347 Dale Well Apt. 620|91336|26|Female|High|Regular
12877|Andrea Santos|Tami45@gmail.com|7009200518|21037 Davis Points|27995|46|Male|Medium|Premium
12882|Sean Morgan|Lisa66@gmail.com|3456551773|891 James Fork Suite 379|77601|67|Female|Medium|Premium
12900|Tyler Aguilar|Audrey69@gmail.com|7400064216|383 Miguel Crescent|55221|22|Female|High|Regular
12972|Lindsay Graves|Jessica95@gmail.com|5141340545|641 Howe Circle|21665|18|Male|Low|Regular
13112|Scott Smith|Steven46@gmail.com|5493209734|7433 Pacheco Common|58283|33|Male|Low|Regular
13158|Raymond Simpson|Kristin67@gmail.com|2672389103|814 Richard Shores Apt. 172|66476|54|Male|Medium|Regular
13169|James Curtis|Nicholas4@gmail.com|8327390636|83024 Barbara Garden Apt. 125|73054|43|Male|Low|New
13187|Michelle Trujillo|Laurie1@gmail.com|8710636474|013 Scott Knolls Suite 878|66700|46|Male|High|Regular
13219|Patrick Reyes|James15@gmail.com|1534821979|592 Cassandra Skyway Apt. 730|55508|26|Male|High|Regular
13482|Johnny Davis|Elizabeth3@gmail.com|8994036377|4741 Michael Ways|61536|20|Female|Low|New
13622|Dana Kaufman|Emily84@gmail.com|2711903407|2144 Jacqueline Vista|93974|20|Female|Low|Regular
13702|Steven Russell|Xavier67@gmail.com|8863925387|846 Stanley Springs Apt. 826|62244|51|Male|High|Premium
13703|Jonathan Johnson|John25@gmail.com|8207936993|55705 Belinda Drives|54966|46|Male|High|Regular
13959|Lisa Clark|Ronald6@gmail.com|3758479687|1019 Regina Expressway|88498|19|Male|Medium|Regular
14032|Rachel Johnson|Charles89@gmail.com|3891545426|2342 Hicks Trace Suite 864|82207|26|Male|High|Premium
14050|Evan Keller|Shaun25@gmail.com|2600432909|0397 Adrian Pass Apt. 295|61536|34|Male|Low|Premium
14100|Barbara Jackson|Jeffrey87@gmail.com|8391979363|3944 Glenn Common|28780|50|Male|Low|Premium
14178|Monica White|Amanda56@gmail.com|8064978409|81296 Timothy Center Apt. 361|55221|26|Male|High|Premium
14328|Jeremy Franklin|William64@gmail.com|9965094059|145 Hull Brooks Apt. 077|75593|19|Female|Medium|New
14445|Maria Kim|Joseph49@gmail.com|8324318836|07756 Myers Islands Apt. 975|75521|20|Male|High|New
14597|Sarah Villarreal|Jennifer50@gmail.com|1954283955|617 Alyssa Ferry Apt. 186|58283|30|Male|Low|New
14915|Ashley Garcia|Chelsea14@gmail.com|4973850793|5996 Benson Manor|57893|46|Male|Medium|New
14923|Mary Griffin|Joshua32@gmail.com|8168871139|757 Lang Square Apt. 135|63789|46|Male|Low|New
15062|Susan Vazquez|Daniel14@gmail.com|2579922798|88053 Sarah Mountain Suite 365|41438|20|Female|Low|New
15109|Ana Bowman|Erin74@gmail.com|7921463122|61935 Holt Light Suite 805|19641|46|Male|Medium|New
15196|Michael Whitney|Amber84@gmail.com|9453501419|135 Robert Brook Apt. 051|972|57|Female|High|Premium
15441|Andrea Stone|Roger45@gmail.com|8219501238|36854 Robert Tunnel Apt. 394|14281|23|Male|Medium|New
15453|Richard Nichols|Erin1@gmail.com|1698811413|812 Mcdaniel River Apt. 724|56734|54|Female|Medium|Premium
15464|Kevin Baker|Ryan44@gmail.com|7097936824|83892 Green Ville|63789|20|Female|Low|Regular
15563|Sherry Stevens|Michael99@gmail.com|8594999882|238 Michael Ports|2696|23|Female|High|Regular
15689|Mitchell Coffey|Jonathan93@gmail.com|3353453288|8710 Amanda Causeway Suite 328|39602|26|Male|High|New
15698|Debbie Sanchez|Daniel89@gmail.com|7325858389|7954 Megan Burg|88498|50|Male|Medium|Regular
15735|Michael Mckee|Richard36@gmail.com|7141737414|003 Young Lodge Suite 133|14281|23|Male|High|Regular
15776|Timothy Pierce|Sarah96@gmail.com|3788279069|11339 Alexandria Roads Suite 309|30775|46|Male|Low|New
15900|Angela Lara|Rebecca30@gmail.com|6374688051|21401 Rogers Center Suite 275|84450|65|Male|High|Premium
15953|Thomas Mcbride|Eric72@gmail.com|4516313302|75091 Melinda Island|61536|23|Male|Medium|New
15960|Robert Hill|Sharon91@gmail.com|5461255205|072 Ethan Cape|43830|64|Male|Medium|Premium
16051|Robert Kennedy|Jesus98@gmail.com|7312299314|055 Tran Station Suite 986|88498|21|Female|Medium|Regular
16054|Mary Small|Deborah47@gmail.com|9431576859|51859 Brooke Dam|39602|22|Male|Low|Regular
16208|Jennifer Dickerson|Brent18@gmail.com|5408213739|2493 Shepard Center Apt. 562|28834|20|Female|Medium|New
16362|Kenneth Walker|Sarah80@gmail.com|7822186695|5473 Gonzalez Point Suite 748|88268|31|Female|High|New
16536|Jordan Harris|Victor87@gmail.com|2582416279|8533 Graves Ferry|61536|34|Female|Medium|New
16559|Linda Medina|Jacob45@gmail.com|1633386357|712 Fischer Road Suite 378|51268|20|Female|Medium|New
16575|Kimberly Jones|Christopher57@gmail.com|6213698012|9066 Salazar Drives Suite 412|68768|39|Male|Medium|Regular
16627|Derek Reid|Catherine96@gmail.com|4621146461|5696 Walter Light|87982|46|Female|Medium|New
16699|Melissa Best DVM|Pamela38@gmail.com|5261385081|4106 Morris Stream Apt. 581|50485|20|Male|Low|Regular
16947|Kathleen Rivera|Paula91@gmail.com|7546623023|79321 Schneider Mews Apt. 719|72583|22|Male|Medium|Regular
17009|Meghan Paul||3688338028|934 Baker Garden Apt. 531|92637|35|Female|Medium|Premium
17105|David Rivas|Nathan2@gmail.com|3423304969|498 Reeves Corners|88498|21|Male|High|Regular
17121|Dwayne Decker|Shane88@gmail.com|5063359758|4364 Graves Park Suite 277|75593|19|Male|Medium|New
17535|Gabriel Brown|Ryan29@gmail.com|8530999900|89567 Bruce Trafficway|88498|20|Female|High|New
17649|Dr. Brett Riddle|Gary53@gmail.com|6382660813|1799 Joshua Stream Apt. 844|19950|55|Male|High|Premium
17669|Denise Hensley|Samantha73@gmail.com|4150347571|7185 Linda Drive Apt. 957|46106|20|Male|Low|Regular
17781|Oscar Vega|Tracey59@gmail.com|4761919436|22784 Andrews Shoal Apt. 469|56694|46|Female|Low|Premium
17980|Daniel Cox|Kara3@gmail.com|2130521123|53206 Brandy Turnpike|21143|42|Female|Medium|Regular
18019|Benjamin Huynh|Ashley91@gmail.com|9671644208|3244 Wade Fields Suite 045|58283|20|Male|Low|Regular
18278|Sarah Perez|Brian12@gmail.com|1823112227|6211 Bowman Plains|48089|26|Male|Medium|Regular
18577|Tammy Reynolds|William69@gmail.com|2199257167|781 Melinda Ferry|72583|22|Male|Medium|Regular
18672|Alison Hernandez|Benjamin5@gmail.com|6996202213|22708 Walton Prairie Apt. 310|62244|20|Male|High|New
18678|Dr. Patrick Jones|John48@gmail.com|2097889603|28301 Cody Prairie|972|34|Male|Medium|Premium
18730|Christine Mckee|Nicole26@gmail.com|9178567671|9798 Richard Falls Suite 410|85396|46|Female|Medium|Regular
18776|Ernest Nelson|Ann61@gmail.com|3417444239|266 Gwendolyn Fall Apt. 137|43830|46|Female|High|New
18785|John Hull|Fernando65@gmail.com|2970968402|872 Brown Cove|88498|19|Female|Medium|Regular
18852|Andrew Holden|Sonya1@gmail.com|4923432496|81580 Anderson Parkway Apt. 896|88268|64|Female|Medium|Premium
19073|Gregory Miller|Pamela28@gmail.com|2735617336|9063 Joe Pass|91336|26|Male|High|Regular
19153|Traci James|Jeremy57@gmail.com|5609708012|85486 Zhang Walk Apt. 511|64395|26|Female|Low|New
19264|William Bush|Rachel58@gmail.com|2454795171|85083 Hartman Divide Suite 293|62986|48|Female|Medium|Premium
19523|Stephanie Carson|Tammy35@gmail.com|8795443255|4100 Stephanie Glens Apt. 547|72583|22|Female|Medium|Regular
19559|Michael Freeman DDS|Donald92@gmail.com|8439485055|6736 Albert Tunnel Suite 688|93198|68|Male|Medium|Regular
19785|Elizabeth Carey|Kelsey79@gmail.com|8382964730|7837 Chelsea Trail|19950|68|Male|Medium|New
20140|Grant Adams|Aaron3@gmail.com|8791706360|51917 Travis Mountain|89068|51|Female|High|New
20159|William Lester|Joshua67@gmail.com|1769467268|407 Jackson Lane Suite 891|84450|20|Male|High|Regular
20165|Melissa Delacruz|Kenneth33@gmail.com|9416435749|11727 Tracey Coves|63567|28|Male|Medium|Premium
20168|David Schmitt|Nathan70@gmail.com|7418318377|595 Leonard Fall Apt. 466|62244|20|Male|Low|Premium
20322|Scott Walker|Debra96@gmail.com|6635879608|87351 Ruiz Valley Suite 218|72583|22|Male|Medium|Regular
20342|Natalie Martinez|Timothy79@gmail.com|7298586050|38190 Tyler Drives|91336|26|Male|High|Regular
20383|James Kirby|Amy47@gmail.com|2930596775|9991 Jones Loop Suite 649|82207|20|Male|Low|Regular
20582|Robert Jones|Amber44@gmail.com|8706818923|4720 Linda Squares Apt. 496|87264|42|Male|Low|New
20629|Kathleen Torres|Michele71@gmail.com|7604323445|9611 Barrera Prairie|68768|22|Male|Low|Regular
20661|Trevor Cameron|Ashley80@gmail.com|4690136523|903 John Mountain Apt. 318|88498|19|Female|Medium|Regular
20951|Belinda Miller|Steven30@gmail.com|2019723491|1204 Brown Mountain|67759|18|Male|Low|Regular
20953|Tara Kerr|Zachary30@gmail.com|3736113865|344 Lisa Estate|66700|52|Female|Low|Premium
20983|Francis Carter|Shelby12@gmail.com|6905571231|56794 Green Fort Apt. 816|54347|23|Female|High|Premium
21079|Angela Montoya|Michael98@gmail.com|7899804797|765 Anna Shores Suite 613|19641|40|Female|Low|Regular
21100|Jennifer Johnson|Stephen13@gmail.com|9778748968|576 Isabel Rue Suite 647|72583|46|Male|Low|Premium
21144|Felicia Brown|Michael28@gmail.com|5605894371|926 Sierra Camp Suite 285|93974|65|Female|Medium|Regular
21165|John Garner|Christopher35@gmail.com|1852594483|92127 Melanie Courts|28834|54|Female|Medium|Regular
21195|Alyssa Ellis|Lydia88@gmail.com|2813653282|131 Stevenson Trail Suite 314|2696|23|Male|High|Regular
21220|Amanda Garcia|Steven98@gmail.com|3391490040|6986 Moss Roads Apt. 881|76686|53|Male|Low|Regular
21256|Justin Jackson|Amy6@gmail.com|8110868486|067 Michael Mission|11004|69|Male|Medium|Regular
21394|Joe Brooks|Travis32@gmail.com|2344183827|08489 Washington Trail|28780|26|Female|Low|Premium
21442|Darrell Boyer|Christian87@gmail.com|1604125547|361 Jeremy Route|75593|19|Female|High|New
21543|Tim Nichols|Christian88@gmail.com|6401186404|18797 Rebecca Isle|91336|23|Female|High|Regular
21550|Renee Roberson|Dustin7@gmail.com|6875423909|034 Jeffrey Walks Apt. 143|90928|20|Female|Low|New
21554|David Clark|Alison98@gmail.com|3620314790|201 John Common Suite 090|91336|23|Male|High|Regular
21932|David Sanders|Olivia69@gmail.com|6165750528|2644 Tara Pines Suite 806|81268|49|Female|Low|New
21949|Cristina Davis|Wendy47@gmail.com|3618736395|37654 Craig Mountains Apt. 031|61536|34|Male|Low|Regular
21983|William Mathews|Ashley56@gmail.com|5780857548|964 Whitaker Locks Apt. 028|21017|46|Male|Medium|Premium
22136|Bruce Munoz|Kaitlyn87@gmail.com|6160088167|43723 Oneill Court|51268|46|Female|Medium|New
22314|Stephen Ward|Monique70@gmail.com|7807335789|2471 Daniel Locks|87013|19|Male|Medium|Premium
22413|Justin Gray|Sarah98@gmail.com|2416371290|409 John Gardens|91336|26|Male|High|Regular
22427|Dr. Patricia Garcia|Matthew61@gmail.com|3638173602|5725 Juarez Underpass|54347|20|Female|Low|Premium
22469|Joshua Patel|Edwin26@gmail.com|5384409569|934 Thomas Landing|56734|46|Male|Low|Regular
22489|Dr. Jason Cohen MD|Nicholas62@gmail.com|1691295532|6592 Johnson Landing|55221|37|Female|Low|Regular
22534|Christopher Taylor|Michael34@gmail.com|9930483519|327 Michelle Camp|56807|32|Male|Medium|Regular
22553|William Church|Jessica56@gmail.com|8395781244|8701 Miller Parkway|75593|19|Female|Low|New
23285|Amanda Obrien|April1@gmail.com|5193735238|83694 Rhodes Greens Apt. 725|51463|44|Female|Low|Premium
23363|Nathaniel Mcbride|Crystal59@gmail.com|8574209653|062 Ellis Gardens|14281|23|Male|High|Regular
23469|Taylor Bryant|Amanda100@gmail.com|3917234768|1935 Savannah Mountain Suite 652|84450|20|Male|Low|New
23505|Jonathan Houston|Christopher83@gmail.com|5421922492|7503 Heather Valley|52659|55|Female|Low|New
23544|Heather Hawkins|Roger28@gmail.com|5534597831|8016 Martin Flat|88498|26|Male|High|Premium
23556|Mrs. Melissa Rodgers MD|Darius44@gmail.com|2356102578|2966 Mitchell Stream Suite 358|10422|20|Female|Medium|New
23637|William Bates|Mary19@gmail.com|5219279936|0806 Julie Crossing Suite 082|92637|46|Male|High|Premium
23653|Elizabeth Lindsey|Dylan100@gmail.com|6480567843|17128 Carl Hills Suite 352|58163|58|Male|Medium|Regular
23707|Tammy Woodward MD|Tiffany48@gmail.com|7104520934|9271 David Mount|33106|20|Male|Medium|New
23773|John Dixon|David16@gmail.com|9434528725|069 Daniel Motorway|94417|34|Female|High|Premium
23828|Kimberly Pierce|Emily61@gmail.com|2739013690|56748 Miller Court|60827|38|Male|Medium|Regular
23831|Gary Sullivan|David8@gmail.com|7277977452|352 Cathy Shore|88498|19|Male|Medium|Regular
23890|Jennifer Moore|Kenneth30@gmail.com|2504629879|613 West Ridge|72611|44|Female|Low|New
23921|Mrs. Natalie Delgado|Shawna35@gmail.com|7957234365|34567 Smith Shoals Apt. 892|72583|37|Male|Low|New
23988|Matthew James|Heather68@gmail.com|2846483583|767 Julia Pike|29465|34|Male|Low|Premium
